3EP Ltd.
55 Mercer St. Gallery
8BC
A. Contini & Son
Luján, Gilbert Sánchez
Lukeman, Henry Augustus
Lukens, Glen
Luks, Emil
Luks, George Benjamin
Lumpkins, William T. (William Thomas)
Lundean, J. Louis
Lundeberg, Helen
Lungren, Fernand Harvey
Lurie, Bernice
Lurie, Boris
Lust, Elenore
Lustig, Alvin
Lutovich, Gerald
Lutz, Dan
Lutz, Winifred Ann
Lye, Len
Lyme Historical Society
Lynes, George Platt
Lynes, Russell
Lytton Center of the Visual Arts
M. Knoedler & Co.
M.H. De Young Memorial Museum
MacAgy, Douglas
MacAgy, Jermayne Virginia
Macauley, Alvan, Jr.
Macbeth Gallery
Macbeth, William
MacCameron, Robert Lee
Macchiarini, Peter
Maccoy, Guy C. (Guy Crittington)
Macdonald-Wright, Stanton
Mace, Flora
Macfall, Haldane
MacGinnis, Henry Ryan
MacGowan, Clara
Mac-Gurrin, Buckley
Machen, William H. (William Henry)
Machlin, Sheldon
Macia, Carlos A.
MacKendrick, Lilian
MacKenzie, Warren
MacKnight, Dodge
MacMonnies, Frederick William
MacNeil, Hermon Atkins
MacRae, Elmer Livingston
MacRae, Emma Fordyce
Magafan, Ethel
Magazine antiques (New York, N.Y. :1928)
Maginnis, Charles Donagh
Magnani, Margery Livingston
Magriel, Paul David
Mainardi, Patricia
Maitin, Sam
Maitland, Walter McClymonds
Major, Henry
Makielski, Leon A.
Makler Gallery
Makler, Hope Welsh
Malbin, Barnett
Maldarelli, Oronzio
Malicoat, Philip Cecil
Malkine, Georges A.
Mallory, Margaret
Malone, Dorothy
Maloof, Sam
Malott, Mary Myart
Mandel, Howard
Mandelbaum, Helen
Mandelman, Beatrice
Mangold, Robert
Mangold, Sylvia Plimack
Mangravite, Peppino Gino
Manievich, Abraham A.
Manigault, Middleton
Mankowski, Bruno
Mann, Margery
Manoir, Irving K. (Irving Kraut)
Manry, Lenita
Mansfield, John Worthington
Manship, Paul Howard
Manso, Leo
Mantilla Chalela, Víctor
Marans, Moissaye
Marantz, Irving
Marca-Relli, Conrad
Marceau, Henri
Marcks, Gerhard
Marcus, Edwin
Marcus, Marcia
Marden, Brice
Marder, Dorie
Margaret Brown Gallery (Boston, Mass.)
Margo Feiden Galleries (New York, N.Y.)
Margo, Boris
Margoulies, Berta O'Hare
Margules, De Hirsh
Margulies, Joseph
Marian Locks Gallery
Marie Harriman Gallery
Maril, Herman
Marilyn Pearl Gallery
Marin, John
Marion Koogler McNay Art Institute
Marion, John L.
Marioni, Paul
Marisol, (Marisol Escobar)
Mark, Bendor
Mark, Marilyn
Mark, Phyllis
Market Street Program (Arts organization: Venice, Calif.)
Markle, David
Marling, Karal Ann
Marlor, Clark S.
Maroger, Jacques
Marquand, Allan
Marquand, Henry Gurdon
Marquis, Richard
Marsh, Anthony
Marsh, Benjamin
Marsh, Felicia Meyer
Marsh, Fred Dana
Marsh, Reginald
Marshall, John
Marshall, Kerry James
Marsicano, Nicholas
Martha Jackson Gallery
Martin, Agnes
Martin, Agnes Bernice
Martin, David Stone
Martin, Fletcher
Martin, Frank
Martin, Fred
Martin, Homer Dodge
Martin, Jim
Martin, Keith Morrow
Martin, Knox
Martin, Mary-Anne
Martinelli, Ezio
Martínez, César Augusto
Martino, Giovanni
Martiny, Philip
Martyl
Maruyama, Wendy
Marxer, Donna
Mason, Alden
Mason, Alice Trumbull
Mason, Frank Herbert
Mason, Gregory
Mason, John
Mason, Lauris
Massachusetts College of Art
Mast, Gerald
Mather, Alan W.
Mathews, Marcia M.
Matsukata, Miye
Matsumoto, Masahi
Matthew, John Britton
Mattingly, Seth
Mattox, Charles
Mattson, Henry E (Henry Elis)
Matulka, Jan
Matzkin, Meyer
Mauer, Ann Huber
Mavigliano, George J.
Maxwell Galleries
Mayer, Bena Frank
Mayer, Frank Blackwell
Mayer, Grace M.
Mayer, Marian S.
Mayer, Ralph
Mayeri, Beverly
Maynard Walker Gallery
Maynard, Richard Field
Mayor, A. Hyatt (Alpheus Hyatt)
Mazloomi, Carolyn
Mazur, Michael
McBride, Henry
McBride, Walter H.
McBride, William
McCarthy, Max
McCausland, Elizabeth
McChesney, Clifton
McChesney, Mary Fuller
McChesney, Robert
McClelland, Donald
McClelland, Elizabeth
McCloy, William Ashby
McClure, Thomas F. (Thomas Fulton)
McCollum, Allan
McComas, Francis John
McComas, Gene Frances
McConnell, Frank B.
McConnell, Philip
McCoy, Esther
McCoy, Lawrence R.
McCracken, John
McCray, Porter A.
McCulloch, Frank E.
McCullough, Joseph Warren
McDarrah, Fred W.
McDonald, Jonathan Stickney
McDonnell, Joseph
McEntee, Jervis
McEvoy, Jay D.
McFee, Henry Lee
McGarrell, James
McGaughy, Clay
McGee, Charles W.
McGlauchlin, Tom
McGlynn, Betty Lochrie Hoag
McGlynn, Thomas Matthew
McGowin, Ed
McGrath, Kyran M.
McGuigan, Mary K.
McGurk, Jonce I. (Jonce Irwin)
McIlhenny, Henry P.
McIntosh, Harrison
McIntyre, Robert G. (Robert George)
McKain, Bruce
McKee, David
McKenna, Edmond
McKie, Judy Kensley
McKinnell, Nan
McKinney, Roland Joseph
McKinney, Theodore H.
McKissick Museums
McLanahan, Alexander K.
McLanathan, Richard B. K.
McLaughlin, John
McLean, Richard Thorpe
McLeary, Mary Elma Kindred
McMahon, Audrey
McManaway, David
McMath, Constance Haass
McMein, Neysa
McMillen, Michael C.
McNeil, George
McNulty, William Charles
McPharlin, Paul
McVeigh, Blanche
McVey, William Mozart
McVitty, Albert E. (Albert Elliott)
McWillie, Judith
Mead, David Irving
Meadmore, Clement Lyon
Mears, Herbert Richard
Mechau, Frank Albert
Medallic Art Company
Medearis, Roger
Medellin, Octavio
Meem, John Gaw
Meiere, M. Hildreth (Marie Hildreth)
Meierhans, Joseph
Meigs, Henry
Meisel, Louis K. (Louis Koenig)
Meiss, Millard
Melamed, Abraham
Melarango, Biagio
Melcarth, Edward
Melchers, Gari
Melchert, Jim
Melicov, Dina
Meltzer, Doris
Melzac, Vincent
Menchaca, Juan
Mendelowitz, Daniel Marcus
Mendelsohn, Erich
Mendelson, Haim
Mendes, Marion de Sola
Menihan, John C.
Menkes, Sigmund
Mercury Galleries (New York, N.Y.)
Meredith Long Gallery
Meredith, William M. (William Morris)
Merillat, H. C. L. (Herbert Christian Laing)
Merlino, Maxine Ollie Seelbinder
Merrick, Richard L.
Merrill, Anthony French
Merritt, Anna Lea
Merritt, Francis Sumner
Mesibov, Hugh
Messenger, Ivan
Messer, Thomas M.
Messick, Benjamin Newton
Metcalf, Conger A.
Metcalf, Willard Leroy
Metropolitan Museum of Art (New York, N.Y.)
Metzger, Evelyn Borchard
Metzker, Ray K.
Metzler, Paul B.
Meyer, Fred
Meyerowitz, William
Meyers, Fanette Reider
Meyers, Ron (Ronald)
Mian, Aristide
Michaels, Glen
Michels, Vera
Michelson, Alan
Michigan Academy of Science, Arts, and Letters. Fine Arts Section
Michigan Art and Craft Proj, Michigan Art and Craft Project
Michigan Art Journal
Michigan Artrain
Michigan Silversmiths Guild
Michigan Water Color Society
Mid-America College Art Association
Midener, Walter
Midgette, Willard F.
Midtown Galleries (New York, N.Y.)
Midwest Women's Artist Conference (1975 : Chicago, Ill.)
Mijangos, Alberto
Mijares Fernández, José María
Milch Gallery
Miles, Jeanne Patterson
Milkman, Jerome
Millard, Caroline
Millard, Charles W.
Miller, Alfred Jacob
Miller, Amy Bess Williams
Miller, Barse
Miller, Brenda
Miller, Dorothy Canning
Miller, Flora Whitney
Miller, Harvey S. Shipley
Miller, John Paul
Miller, Joseph Maxwell
Miller, Kenneth Hayes
Miller, Lillian B.
Miller, Rebecca
Miller, Richard Kidwell
Miller, Richard McDermott
Miller, Richard N.
Miller, Stephen Robeson
Miller, Suzanne Linda
Miller, T. Oxley (Thomas Oxley)
Miller, William
Miller, William P.
Miller, William Rickarby
Milles, Carl
Millet, Francis Davis
Millicent Rogers Museum
Millier, Arthur Henry Thomas
Milliken, Gibbs
Milliken, William Mathewson
Millman, Edward
Mills College. Art Gallery
Mills Family
Mills, Magdalene
Millsaps, Daniel
Milne, Edmund
Milton, Peter Winslow
Miner, Harry
Minkowitz, Norma M.
Minor, Robert Crannell
Mirski, Boris
Mississippi Art Colony
Mitchell, Alfred R. (Alfred Richard)
Mitchell, Bruce Handiside
Mitchell, David
Mitchell, Fred
Mitchell, Glen
Mitchell, Jack
Mitchell, James Madison Hines
Mitchell, Joan
Mittleman, Ann
Mitze, Clark
Mizuno, Mineo
Mock, Gladys
Model, Elisabeth D. (Elisabeth Dittmann)
Modern Artist Speaks (1948 : Museum of Modern Art, New York, N.Y.)
Moffat, Donald
Moffett, Dorothy Lake Gregory
Moffett, Kenworth W.
Moffett, Ross E.
Moholy-Nagy, Sibyl
Mohr Art Galleries (Toledo, Ohio)
Moldawer, Marc
Momiyama, Nanae
Monagan, John S.
Monaghan, Theodore
Mondale, Joan Adams
Mondini-Ruiz, Franco
Money, John William
Mongan, Agnes
Mongan, Elizabeth
Monks, John A. S. (John Austin Sands)
Monroe, Gerald
Montana, Pietro
Montgomery, Alfred E. A.
Montminy, Tracy
Montoya, José
Monumenta/74 and 76 (1974, 1976 : Newport, R.I.)
Mood, Martha
Moody Gallery (Houston, Tex.)
Moore College of Art and Design
Moore, Benson Bond
Moore, Bill
Moore, Bruce
Moore, Charles
Moore, Charles Willard
Moore, George P.
Moore, Gertrude Herdle
Moore, Grace
Moore, Lamont
Moore, Michael S.
Mora, F. Luis (Francis Luis)
Mora, Rosemary
Moran, Thomas
Morang, Dorothy
Morani, Salvatore
Moreau, Andres Francisco
Morehouse, William Paul
Moretti, Giuseppe
Morey, Robert
Morgan, Charles Hill
Morgan, Maud Cabot
Morgenthau, Henry
Morley, Grace
Moroles, Jesús Bautista
Morris, Carl A.
Morris, David
Morris, Donald Fischer
Morris, George L. K. (George Lovett Kingsland)
Morris, James Stovall
Morris, Kyle Randolph
Morris, Lawrence W.
Morris, Robert
Morris, Robert Lee
Morris, S. I.
Morris, William
Morrison, Lillian
Morrison, Richard C.
Morse, Albert Reynolds
Morse, Jedidiah
Morse, John D.
Morse, Samuel Finley Breese
Morton, Samuel George
Mosca, August
Moselsio, Simon
Moser, James Henry
Moser, Liselotte
Moses, Ed
Mosher, Jacob Simmons
Moskowitz, Ira
Moskowitz, Robert
Mosler, Henry
Moss, Jacqueline
Motherwell, Robert Burns
Motley, Archibald John
Moulin, Gabriel
Moulthrop, Ed
Mount, Charles Merrill
Mount, William Sidney
Moure, Nancy Dustin Wall
Mowbray, Harry Siddons
Mowbray-Clarke, John Frederick
Mower, Richard
Moxom, Marshall
Moy, Seong
Moya del Pino, Jose
Moyer, Robert Bruce
Moyer, Roy
Mueller, George Ludwig
Muir, Emily Lansingh
Mulas, Ugo
Mullen, Buell
Mullen, James M. (James Martin)
Mullican, Lee
Mumford, Daphne
Mumford, Lewis
Mundy, Ethel Frances
Munger, Gilbert Davis
Municipal Art Society of Baltimore
Municipal Art Society of New York
Munn, Charles Allen
Muñoz, Celia Alvarez
Munson, Larom B. (Larom Beckly)
Munson-Williams-Proctor Institute. Museum of Art
Muray, Nickolas
Murch, Anna Valentina
Murch, Walter Tandy
Murdoch, William Garden Blaikie
Murdock, Louise Caldwell
Murphy, Gerald Clery
Murphy, Harriet Anderson Stubbs
Murphy, Hermann Dudley
Murphy, Nelly Littlehale
Murray, Justin
Murray, Richard
Murry, J. B. (John B.)
Murry, Jerre
MUSE: the Bedford Lincoln Neighborhood Museum
Museum of Contemporary Art (Chicago, Ill.)
Museum of Contemporary Art (Los Angeles, Calif.)
Museum of Fine Arts (Museum of New Mexico)
Museum of Fine Arts, Boston
Museum of Fine Arts, Boston. School.
Museum of Fine Arts, Houston
Museum of Graphic Art
Museum of Modern Art
Museum of Modern Art (New York, N.Y.)Dept. of Public Information
Museum of Temporary Art
Museum Trustee Association
Musick, Archie L. (Archie Leroy)
Muybridge, Eadweard James
Mydans, Carl
Myers, Ethel May Klink
Myers, Frank Harmon
Myers, Fred A.
Myers, Jerome
Myers, Joel Philip
Myers, John Bernard
N.A.M.E. Gallery
Nadelman, Elie
Nagel, Charles
Nagle, Ron
Nagler, Edith Kroger
Nagler, Fred
Nakashima, George K.
Nakashima, Mira
Nakian, Reuben
Namkung, Johsel
Namuth, Hans
Nancy Drysdale Gallery (Washington, D.C.)
Nankivel, Fred
Nash, Raymond
Nasisse, Andy S.
Nason, Thomas W. (Thomas Willoughby)
Nast, Thomas
Nathan, Emily S.
Nathaniel Saltonstall Arts Fund
National Academy Museum and School of Fine Arts,
National Academy of Design (U.S.)
National Arts Club (New York, N.Y.)
National Association of Women Artists (U.S.)
National Collection of Fine Arts (U.S.)
National Endowment for the Arts. Visual Arts Program
National Museum of American Art (U.S.)
National Museum Services Board
National Sculpture Society (U.S.)
National Society of Mural Painters (New York, N.Y.)
National Society of Painters in Casein and Acrylic
National Watercolor Society (U.S.)
Natsoulas, Tony
Natzler, Otto
Nauman, Bruce
Naumer, Helmuth
Navaretta, Cynthia
Navas, Elizabeth S.
Neagle, John
Neagoe, Anna
Nebenzahl, Lisa
Needham, Charles Austin
Neel, Alice
Neff, Tom
Negus fam, Negus family
Neill, Harmon
Neiman, LeRoy
Neininger, Urban
Nelson, Bonnie
Nelson, Carl Gustaf
Nelson, Robert A.
Nemser, Cindy
Neri, Manuel
Nesbitt, Esta
Nesbitt, Lowell
Nesjar, Carl
Netter, Marion
Neuberger, Roy R. (Roy Rothschild)
Neuhaus, Eugen
Neuhaus, Robert R.
Neuman, Robert S.
Neuman, Robert S. (Robert Sterling)
Neumann, J. B. (Jsrael Ber)
Nevelson, Louise
New Arts (Art gallery)
New Britain Museum of American Art
New Rochelle Art Association
New York Artists Equity Association
New York clipper
New York Enthusiasts
New York Etching Club
New York Gallery of the Fine Arts
New York Public Library. Art Division
New York Public Library. Manuscript Division
New York Public Library. Prints Division
New York School of Applied Design for Women
New York State Council on the Arts
New York University
New York Water Color Club
Newark Museum Association
Newell, Peter S.
Newhall, Beaumont
Newhouse, Clyde Mortimer
Newlen, Robert R.
Newman Galleries (Philadelphia, Pa.)
Newman, Arnold
Newman, Barnett
Newman, Benjamin T. (Benjamin Tupper)
Newman, Elias
Newman, James
Newman, Joseph
Newman, Louis
Newman, Muriel Kallis Steinberg
Newnam, Edward A.
Newport Harbor Art Museum
Ney, Elisabet
Ney, Lloyd Raymond
Nicholas Wilder Gallery
Nicholas, Louis
Nichols, Hobart
Nichols, James C.
Nichols, Perry B.
Nichols, Spencer Baird
Nicholson, Douglas Cornwall
Nickelsen, Ralf E. (Ralf Edgar)
Nicoll, James Craig
Niemann, Edmund Edward
Nilsson, Gladys
Nin, Anaïs
Nisonoff, Louis
Nissen, Brian
Nitze, Paul H.
Niveau Gallery (New York, N.Y.)
Nivola, Costantino
Nobili, Louise
Nochlin, Linda
Noguchi, Isamu
Nolan, Leah
Noland, Kenneth
Noon, Mary A.
Nord, Henry Allen
Nordfeldt, Bror Julius Olsson
Nordhausen, A. Henry (August Henry)
Nordland, Gerald
Nordness Gallery
Nordness, Lee
Norling, Ernest R.
Norman, da Loria
Norman, Dorothy
Norman, Geoffrey
Norman, Irving
Norris fam, Norris family
Norris, Ben
North, Judy
North, Percy
Norton, John Warner
Norton, William E. (William Edward)
Norvelle, Lee Roy
Notkin, Richard T.
Nottingham, Walter
Nourse, Elizabeth
Novros, David
Nowack, Wayne
Nozkowski, Thomas
Nunn, Ancel E.
Nunnelley, Robert
Nusbaum, Jesse L. (Jesse Logan)
Nutt, Jim
Nutting, Myron Chester
Nutzhorn, Anne Lisabeth von
Nyberg, Ed
Oakes, Edward Everett
Oakland Museum
Oaklander Christine
Oakley, Thornton
Oakley, Violet
Oberteuffer, Karl Amiard
Objects Gallery (San Antonio, Tex.)
O'Brien Galleries (Chicago, Ill.)
O'Connor, Francis V. (Francis Valentine)
O'Connor, Harold
O'Connor, J. Dennis
O'Connor, Madeline
Oddie, Walter Mason
O'Doherty, Brian
O'Donovan, William Rudolph
Ogden, Henry Alexander
O'Grady, Lorraine
Ogunquit Art Association
O'Hanlon, Ann
O'Hanlon, Richard E. (Richard Emmett)
O'Hara, Frederick
O'Hara, Ruth
Ohashi, Yutaka
Ohrstrom, Terry Anne
Okada, Frank S. (Frank Sumio)
Okada, Kenzo
O'Keeffe, Georgia Totto
Okubo, Miné
Oldenburg, Claes
Oldfield, Otis
Olds, Elizabeth
Olinsky, Ivan G. (Ivan Gregorewitch)
Oliva, Tomás
Oliveira, Nathan
Oliver, James
Ollman, John E.
Olmsted, Anna Wetherill
Olmsted, Fred
Olmsted, Frederick Law
Olney, Charles F. (Charles Fayette)
Olpin, Robert S.
Olsoff, Wendy
Olyphant, Robert M.
Onderdonk fam, Onderdonk family
Onderdonk, Julian
O'Neil, John
O'Neill, Clarence J.
O'Neill, Kelly
Onslow-Ford, Gordon
Oppenheim, Dennis
Oppenhimer, Ann Frederick
Opper, John
Ord, George
Orear, Gordon
Oregon Public Broadcasting
Oren, Michel
Organization of Art Sponsors
Organization of Independent Artists (New York, N.Y.)
Origins Gallery
Ormond, Richard L.
Orozco, Syliva
Orr, Elliot
Orr, Louis
Orswell, Lois Dailey
Ortman, George
Ortmayer, Constance
Orton, Edward
Ory, Norma R.
Osborn, David S.
Osborn, Robert Chesley
Osborne, Elizabeth
Osborne, Lue
Osgood, Jere
Osolnik, Rude
Ossorio, Alfonso A.
Ostrowsky, Abbo
Ostrum, Sarepta Pierpont
O'Sullivan, Judith
Osver, Arthur
Otis, Bass
Otis, George Demont
O'Toole, James St. L. (James St. Laurence)
O'Toole-Ewald Art Associates (New York, N.Y.)
Ott, Peterpaul
Outterbridge, John Wilfred
Overmyer, Grace
Overstreet, Joe
Owen, C. B. (Clara Belle)
Owen, Jane Blaffer
Owen, Robert Emmett
Owens, Gene
Ox-Bow Summer School of Painting
P.P. Caproni & Brother
P.T. Efstathiou and Ericson Gallery.
Pace, Stephen S.
Pach Brothers
Pach, Walter
Pacheco, María Luisa
Packard, Emmy Lou
Paddock, Josephine
Páez, Ramón
Page, John C.
Page, Marie Danforth
Page, Sara Daugherty
Page, William
Pagon, Katherine W. Dunn
Paine, Charles Jackson
Painter, Arthur
Painters and Sculptors Club of Los Angeles
Palazzola, Guy
Palette & Chisel Academy of Fine Arts (Chicago, Ill.)
Paley, Albert
Pallas, Jim
Palmer, Erastus Dow
Palmer, Herbert Bearl
Palmer, Mary C.
Palmer, Michael A. (Michael Andrew)
Palmer, Russel D. (Russel Denison)
Palmer, William C. (William Charles)
Pam Adler Gallery (New York, N.Y.)
Panama-Pacific International Exposition (1915 : San Francisco, Calif.)
Panhorst, Michael W.
Panofsky, Erwin
Panza, Giuseppe
Paone, Peter
Pappas, John L.
Papsdorf, Frederick
Paradise, Philip Hersche
Parducci, Corrado
Paris, Dorothy
Paris, Harold Persico
Paris. Exposition universelle (1900 : Paris, France) United States
Park Place Gallery Art Research, Inc
Park, David
Park, Marlene
Parke-Bernet Galleries
Parker, Barbara Neville
Parker, Harry S.
Parker, John A. (John Albert)
Parker, Thomas Cleveland
Parkhurst, Charles
Parkinson, Elizabeth Bliss
Parkman, Paul Douglas
Parks, Gordon
Parrish fam, Parrish family
Parrish, David Buchanan
Parrish, Maxfield
Parrish, Stephen Maxfield
Parrott, Alice Kagawa
Parshall, DeWitt
Parshall, Douglass Ewell
Parsons, Anne Bowen
Parsons, Betty
Parsons, David Goode
Parton, Parton family
Partridge, Charlotte Russell
Partridge, Roi
Partridge, William Ordway
Pasadena Art Museum
Paschke, Ed
Pascin, Jules
Paskell, William Frederick
Passedoit Gallery (New York, N.Y.)
Passlof, Pat (Patricia)
Pastel Society of America
Patch, Margaret Merwin
Paterson, Anthony R.
Patri, Giacomo Giuseppe
Patricia Hamilton Gallery (New York, N.Y.)
Patterson, Benjamin
Patterson, Viola
Patti, Tom
Pattison, Abbott Lawrence
Patton, James French
Paulus, Francis Petrus
Pavia, Philip
Paxson, Ethel Easton
Paxton, William McGregor
Peabody Gallery of Art
Peabody, Amelia
Peale fam, Peale family
Peale, Charles Willson
Peale, Mary Jane
Peale, Raphaelle
Peale, Rembrandt
Peale, Rubens
Peale, Titian Ramsay
Pearlman, Henry
Pearlstein, Philip
Pearmain, William Robert
Pearson, Henry Charles
Pearson, Marguerite Stuber
Pearson, Ronald H. (Ronald Hayes)
Peat, Wilbur David
Peck, Annette B.
Peck, Augustus Hamilton
Peers, Gordon Franklin
Peiperl, Adam
Peirce, Waldo
Peiser, Mark
Pekarsky, Mel
Pell, Jacob
Pels, Albert
Pelton, Agnes
Pemberton, family
Pemberton, Murdock
Pen and Brush (New York, N.Y.)
Pendergast, Maulina Dennett
Penguin Club (New York, N.Y.)
Penington, Ruth
Penland School of Handicrafts (Penland, N.C.)
Pennell, Elizabeth Robins
Pennell, Joseph
Penney, Charles Rand
Penney, James
Pennsylvania Academy of the Fine Arts
Pennsylvania Hospital (Philadelphia, Pa.)
Penny, Aubrey
Pepper, Beverly Stoll
Pepper, William
Pere, Dorothy H.
Pereira, I. Rice (Irene Rice)
Peri, Eve
Perine, Robert
Perkins, Charles C. (Charles Callahan)
Perkins, Constance M.
Perlmutter, Bill
Perlmutter, Jack
Perls Galleries
Perls, Frank
Perls, Klaus
Perov-Viola, Kira
Perraud, Philibert
Perret, Ferdinand
Perret, Nell Foster
Perrine, Van Dearing
Perry, DeWolf
Perry, Lilla Cabot
Perry, Oliver Hazard
Pesner, Carole
Peter A. Juley & Son
Peter, Armistead
Peter, Caroline Ogden-Jones
Peterdi, Gabor
Peters, Carl William
Petersen, Roland
Peterson, Isabel
Peterson, Jane
Peterson, Susan
Peto, John Frederick
Pettengill, Ray W.
Pettibone, Richard H.
Pettrich, Ferdinand Friedrich August
Pewabic Pottery (Firm)
Pezzati, Pietro
Pfaff, Judy
Pfannebecker, Robert L.
Pfriem, Bernard A.
Phelan, Ellen Denise
Phelps, W. P. (William Preston)
Phelps, William E.
Phenix, Harold
Philadelphia (Pa.). Archives
Philadelphia (Pa.). Commissioners for the Erection of the Public Buildings
Philadelphia Museum of Art
Philadelphia Sketch Club
Philadelphia Society of Etchers
Philadelphia Water Color Club
Philbrick, Allen Erskine
Philbrick, Margaret E. (Margaret Elder)
Philbrick, Otis
Philbrook Museum of Art.
Philipp, Robert
Phillips Collection
Phillips, Ammi
Phillips, Bert Geer
Phillips, Joann
Phillips, Margot
Phillips, Marjorie
Phillips, Sandra S.
Phoenix Gallery (New York, N.Y.)
Piacenza, Eleanor R.
Piazzoni, Gottardo Fidele
Picard, Lil
Pickard, John
Pickens, Alton
Pickhardt, Carl E.
Pickhardt, Rosamond Forbes
Pielage, Jozef
Piene, Otto
Pierce, Charles Franklin
Pierce, Constance Laundon
Pierce, Sue
Pierotti, Raymond Charles
Pierpont Morgan Library
Pierre Matisse Gallery (New York, N.Y.)
Pierson, William Harvey
Pietan, Norman
Pijanowski, Eugene
Pijanowski, Hiroko Sato
Pindell, Howardena
Pine, Geri
Pine, Robert Edge
Pineda, Marianna
Pinette, Dennis
Piper, Adrian
Piper, Jane
Pippin, Horace
Pisano, Ronald G.
Pitt, Leonard
Pittman, Hobson Lafayette
Pitts fam, Pitts family
Pitts, William Lee
Piutti-Barth, Elizabeth
Pizitz, Silvia
Plagens, Peter
Plastic Club (Philadelphia, Pa.)
Platt, Charles A.
Platt, Dan Fellows
Plaut, James S. (James Sachs)
Playboy (New York, N.Y.)
Players (Club)
Pleissner, Ogden M. (Ogden Minton)
Plochmann, Carolyn Gassan
Plummer, Leander A. (Leander Allen)
Plunguian, Gina
Poindexter Gallery
Poindexter, Elinor
Poinsett, Joel Roberts
Poland, Reginald
Polasek, Albin
Poling, Virgil Ellsworth
Polk, Willis Jefferson
Pollack, Naomi Newman
Pollack, Peter
Pollack, Reginald M.
Pollet, Joseph C.
Pollock Galleries
Pollock, Charles C. (Charles Cecil)
Pollock, Elizabeth Feinberg
Pollock, Jackson
Pollock, Merlin F.
Polonsky, Arthur
Polos, Theodore C.
Pomerantz, Louis
Ponce de Leon, Michael
Pontius, Dale
Poole, Valter
Poons, Larry
Poor, Henry Varnum
Pope, Annemarie Henle
Popper, Samuel H.
Porter, Allan
Porter, David
Porter, Fairfield
Porter, Rufus
Portland Art Museum (Or.)
Post, George Booth
Post, Ruth Nicholson
Post, William Merritt
Potamkin, Meyer P.
Potter, Clarkson N.
Potter, Edward Clark
Potter, Louis McClellan
Potter, Margaret
Potthast, Edward Henry
Poulos, Dorothy
Pousette-Dart, Richard
Powell, Leslie
Powell, Richard J.
Powers, Hiram
Powers, Preston
Pozzatti, Rudy O.
Prager, David A.
Prahar, Renee
Prang, Louis
Pransky, Stanley Boris
Pratt, Bela L. (Bela Lyon)
Pratt, Harry Noyes
Preibisius, Hilda Elma
Prendergast, Maurice Brazil
Prentiss, Tina
Prescott, Kenneth Wade
Presser, Josef
Prestini, James Libero
Preston, James D.
Preston, John D.
Preston, John S. (John Smith)
Prestopino, Gregorio
Preusser, Robert O. (Robert Ormerod)
Price, Hilda
Price, Kenneth
Price, Melville
Price, Vincent
Priest, Hartwell Wyse
Prieto, Antonio
Primoff, Morris W.
Prince Street Gallery (New York, N.Y.)
Prince, Hempstead
Prince, Katherine
Print Club (Philadelphia, Pa.)
Print Club of Albany (Albany, N.Y.)
Print Council of America
Printed Matter, Inc.
Prior, Harris King
Prip, John
Prismatic Club (Detroit, Mich.)
Proctor, Alexander Phimister
Proetz, Victor
Prouts Neck Association
Providence Art Club
Provincetown Art Association
Prown, Jules David
Public Works of Art Project
Public Works of Art Project (Mich.)
Public Works of Art Project (N.M.)
Public Works of Art Project (N.Y.)
Puerto Rican Artists Video Project
Pugh, Mabel
Puhn, Alfred
Pulitzer, Emily Rauh
Pulitzer, Joseph
Pulley, Rachel
Pulos, Arthur J.
Puma, Fernando
Pumphrey, Bert
Purifoy, Noah
Purves, Austin
Putnam fam, Putnam family
Putnam, Anne Eisner
Putnam, Wallace
Pyatt, Joseph O.
Pyle, Howard
Pyramid Club (Philadelphia, Pa.)
Pyramid Group
Qöyawayma, Al
Quattrochi, Edmondo
Quidor, John
Quinn, Frederick
Quinn, John
Quinn, Wayne
Quint-Rose, Marilyn
Quirarte, Jacinto
Quirt, Walter
R. E. Lewis, Inc
Rabb, Lauren
Rabin, Ethel B. (Ethel Berley)
Rabinovitch, William Avrum
Rabkin, Leo
Raciti, Cherie
Radich, Stephen
Radin, Herman T. (Herman Theodore)
Radoff, Morris Leon
Raffael, Joseph
Raindance Corporation,
Raleigh, Charles S. (Charles Sidney)
Rambusch, Catha Grace
Ramm, John Milton
Ramos, Leta
Ramos, Mel
Ramsey, Milne
Rand, Harry
Rand, John Goffe
Randall, Byron
Randolph, Lynn Moore
Randolph, Mary Leland Bloomer
Rankine, V. V.
Rann, Vollian Burr
Rannells, Edward Warder
Ransom, Caroline L. Ormes
Ranson, Nancy Sussman
Rapp, Gordon D.
Rathbone, Perry Townsend
Rathbun, Richard
Rattner, Abraham
Rattner, Ruth
Rauhauser, Bill
Rauschenberg, Robert
Rauzin, Julius
Ray, James M.
Ray, Man
Ray, Rudolf
Rayo, Omar
Read fami, Read family
Read, Helen Appleton
Read, Thomas Buchanan
Ream, Vinnie
Reardon, Mary
Rebay, Hilla
Reddie, MacIvor
Redfield, Edward Willis
Redmond, Margaret
Reed, Doel
Reed, Luman
Reed, Paul Allen
Reed, Philip (Philip G.)
Reeder, Dickson
Reep, Edward
Reese, Albert
Reeves, Ruth
Refregier, Anton
Regensteiner, Else Friedsam
Rehberger, Gustav
Reich, Sheldon
Reichek, Elaine
Reichman, Fred
Reid, Robert
Reid, Robert Dennis
Reier, Esther
Rein, Selma
Reindel, Edna M.
